PcHyp_1	PcHyp_2	PcHyp_3	LaPc18_1	LaPc18_2	LaPc18_3	LaPc30_1	LaPc30_2	LaPc30_3	LaPc48_1	LaPc48_2	LaPc48_3
IUM83_00401	891	820	1116	10	23	6	106	83	33	168	253	183
IUM83_00402	1123	1038	1295	18	28	13	210	220	92	251	473	389
IUM83_00403	619	420	467	3	3	0	52	44	29	74	113	91
IUM83_00404	1516	1422	1019	8	13	2	102	113	37	186	310	214
IUM83_00405	1697	1437	1652	8	22	5	126	94	57	172	290	203
IUM83_00406	1923	2049	2038	2	0	2	6	2	2	97	284	189
IUM83_00407	7168	6457	7267	46	77	25	353	331	158	781	1153	850
IUM83_00408	1451	1105	1373	21	12	5	110	150	55	234	326	277
IUM83_00409	702	574	641	18	17	11	87	55	43	80	73	92
IUM83_00410	431	354	437	2	1	0	27	23	8	25	26	24
IUM83_00411	265	197	240	1	2	0	22	32	11	40	57	35
IUM83_00412	422	379	536	5	16	2	52	35	12	61	112	94
IUM83_00413	922	835	1183	44	78	39	288	281	165	233	395	363
IUM83_00414	3253	2977	3024	8	26	11	148	175	64	479	697	498
IUM83_00415	2073	1657	1912	29	52	17	244	204	103	287	509	352
IUM83_00416	15392	12851	14998	827	1323	361	7979	5641	3144	3350	5056	4473
IUM83_00417	8942	6134	8657	3	5	0	16	27	9	112	205	134
IUM83_00418	917	1049	1029	23	30	6	146	117	35	196	288	188
IUM83_00419	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_00420	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_00421	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_00422	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_00423	281	292	257	5	6	0	17	27	6	43	72	47
IUM83_00424	954	831	819	2	8	2	41	43	17	114	176	123
IUM83_00425	2889	2524	2846	0	0	0	1	5	0	65	148	252
IUM83_00426	5661	4293	4427	89	74	22	651	616	243	734	1035	965
IUM83_00427	193	250	228	0	0	0	0	2	1	25	50	46
IUM83_00428	2450	2138	2613	95	151	50	832	512	257	739	945	1113
IUM83_00429	41	57	50	0	0	0	3	1	0	6	3	7
IUM83_00430	18	42	23	0	0	1	0	0	0	0	0	0
IUM83_00431	137	156	201	0	3	0	5	9	1	9	18	14
IUM83_00432	808	789	937	48	58	24	216	130	87	178	174	239
IUM83_00433	4	0	3	0	0	0	0	0	0	2	0	2
IUM83_00434	35114	34564	33692	2020	3029	1084	13640	12105	5558	20692	28271	20790
IUM83_00435	4052	3491	3869	8	16	0	134	148	52	472	678	554
IUM83_00436	56	64	119	0	0	0	2	3	0	7	17	27
IUM83_00437	543	769	1027	1	0	0	4	8	1	67	75	68
IUM83_00438	37	43	20	13	17	4	59	36	24	71	93	66
IUM83_00439	1	0	2	0	0	0	0	0	0	0	0	0
IUM83_00440	1602	1288	1580	35	31	18	202	176	83	223	345	368
IUM83_00441	1200	783	1026	106	132	68	589	381	223	393	456	420
IUM83_00442	443	323	356	21	25	5	119	81	54	128	171	159
IUM83_00443	1128	905	889	31	79	31	338	251	158	310	406	373
IUM83_00444	832	519	630	40	53	29	251	237	111	196	298	233
IUM83_00445	455	496	444	1	0	0	5	12	5	57	83	98
IUM83_00446	543	809	650	6	7	0	49	87	32	269	539	279
IUM83_00447	455	437	354	0	0	0	2	3	0	53	111	63
IUM83_00448	1454	1497	1339	0	0	0	7	12	5	236	290	200
IUM83_00449	545	424	623	138	202	65	638	385	283	367	398	326
IUM83_00450	1962	2108	2816	0	0	0	0	0	0	85	239	259
IUM83_00451	6	11	19	0	0	0	0	0	0	0	3	1
IUM83_00452	2511	2144	2247	14	21	11	223	250	83	388	490	448
IUM83_00453	1056	1047	1112	4	13	11	80	75	30	335	393	326
IUM83_00454	727	575	725	15	18	8	92	105	42	146	163	158
IUM83_00455	251	276	325	14	31	7	103	61	36	63	72	67
IUM83_00456	238	270	420	0	0	0	20	12	5	39	66	79
IUM83_00457	4661	4426	4187	7	9	8	91	154	42	605	614	462
IUM83_00458	764	872	729	35	90	22	355	278	148	307	427	296
IUM83_00459	1561	1497	1331	25	31	19	221	181	102	321	460	287
IUM83_00460	1208	1154	1207	11	14	10	80	86	37	142	189	149
IUM83_00461	807	643	678	0	0	0	1	0	2	7	16	30
IUM83_00462	376	271	298	4	13	2	46	64	18	112	169	127
IUM83_00463	551	377	523	5	12	3	48	44	12	77	108	109
IUM83_00464	1920	1946	2324	66	90	38	526	434	198	467	822	735
IUM83_00465	3710	2835	3581	7	9	2	101	156	33	463	697	542
IUM83_00466	671	604	708	1	4	4	22	24	11	74	92	83
IUM83_00467	14129	14069	18774	2092	3020	997	12351	8721	4705	7985	12214	9725
IUM83_00468	2860	1989	2211	8	14	9	89	84	42	205	164	200
IUM83_00469	7370	7656	10184	288	417	120	4590	4179	1972	3795	4684	4071
IUM83_00470	344	391	588	181	286	108	1462	942	486	544	838	710
IUM83_00471	1480	1430	1914	30	43	17	282	266	115	369	603	495
IUM83_00472	102	89	120	0	0	0	0	0	0	7	14	10
IUM83_00473	2853	2527	2473	19	44	8	193	221	95	388	708	544
IUM83_00474	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_00475	166	186	94	20	30	7	127	182	41	372	608	278
IUM83_00476	2	3	6	0	0	0	0	0	1	5	1	2
IUM83_00477	6863	5951	7125	126	179	71	1116	1005	503	1506	2297	1951
IUM83_00478	699	577	776	10	36	8	155	132	59	132	214	198
IUM83_00479	4699	4607	4602	25	45	1	381	451	160	955	1520	1529
IUM83_00480	735	795	769	7	9	2	94	71	26	181	207	158
IUM83_00481	2398	2740	1531	8	11	1	197	193	66	385	688	492
IUM83_00482	2	3	1	0	0	0	0	0	0	0	3	1
IUM83_00483	8	1	7	0	0	0	0	3	1	1	2	2
IUM83_00484	5346	4822	5992	93	168	49	754	785	352	932	1470	1226
IUM83_00485	3070	2443	3373	18	34	10	179	176	71	335	470	452
IUM83_00486	425	390	446	4	8	1	37	30	18	51	66	65
IUM83_00487	2372	2003	2415	43	53	10	280	261	123	308	397	348
IUM83_00488	53828	54188	49267	2095	3397	1094	15149	13023	6258	22871	33375	22990
IUM83_00489	952	911	911	29	54	14	187	171	99	202	263	253
IUM83_00490	1981	1816	1888	27	36	14	338	390	141	735	655	670
IUM83_00491	809	645	728	0	1	0	34	39	11	82	163	123
IUM83_00492	9	8	9	15	24	7	259	177	102	194	215	266
IUM83_00493	123	108	92	160	162	100	808	625	448	818	1016	1347
IUM83_00494	1142	839	894	21	20	5	118	139	64	172	252	173
IUM83_00495	5528	4736	5794	138	173	51	1087	990	462	915	1564	1531
IUM83_00496	1809	1441	1480	11	33	7	169	198	37	388	500	400
IUM83_00497	3015	2411	2378	2	16	2	143	165	68	323	499	344
IUM83_00498	653	521	509	0	0	0	0	2	0	48	73	35
IUM83_00499	3384	3082	3516	55	100	37	540	445	234	590	935	768
IUM83_00500	1525	1122	1156	8	25	5	123	140	57	202	337	243
IUM83_00501	80	127	85	0	2	0	7	7	2	39	64	25
IUM83_00502	2817	2647	2882	14	24	7	104	141	45	397	515	370
IUM83_00503	298	279	319	0	1	0	8	14	12	22	54	31
IUM83_00504	4790	3943	4789	8	19	11	208	191	63	546	867	670
IUM83_00505	349	470	347	7	10	2	14	23	11	63	63	71
IUM83_00506	1647	2006	1328	27	27	10	155	112	52	290	379	244
IUM83_00507	3414	4042	2359	11	6	0	144	195	39	361	577	349
IUM83_00508	2493	2137	2295	35	68	12	349	328	133	507	769	534
IUM83_00509	21	13	9	0	0	0	0	0	0	0	1	0
IUM83_00510	400	359	361	6	0	1	37	26	13	65	103	69
IUM83_00511	2098	1634	1996	2	15	5	105	99	43	272	350	261
IUM83_00512	11744	9084	9947	136	231	77	1387	1184	582	1703	2466	1947
IUM83_00513	1379	1139	1430	11	10	5	114	93	28	169	256	203
IUM83_00514	5508	3847	3762	33	30	16	166	168	84	312	557	437
IUM83_00515	227	119	254	16	22	5	122	92	54	121	230	123
IUM83_00516	398	344	320	3	2	4	19	21	18	57	86	54
IUM83_00517	109	90	96	0	3	0	2	15	1	26	79	39
IUM83_00518	748	500	812	0	0	0	0	2	0	7	16	14
IUM83_00519	800	635	825	8	7	1	109	128	30	123	302	246
IUM83_00520	168	154	254	21	50	14	125	73	50	81	100	94
IUM83_00521	67	66	39	7	6	0	18	17	12	12	23	23
IUM83_00522	13	10	6	0	0	0	2	3	4	2	8	4
IUM83_00523	4305	3399	3725	114	159	49	1000	850	438	941	1358	1288
IUM83_00524	591	511	593	17	36	6	177	106	68	117	174	181
IUM83_00525	1284	1099	1133	8	19	8	128	141	61	226	297	246
IUM83_00526	55	66	67	0	1	5	1	5	8	11	24	19
IUM83_00527	27873	24403	23031	197	300	82	2307	2353	907	4233	6269	4911
IUM83_00528	14067	11829	12958	57	78	31	791	1064	324	2116	3365	2610
IUM83_00529	343	288	313	23	41	5	77	55	46	55	97	59
IUM83_00530	120	103	113	17	19	6	90	80	48	55	72	73
IUM83_00531	880	702	460	1	0	1	16	5	4	57	164	107
IUM83_00532	3489	3146	2791	32	28	16	221	208	75	752	1225	848
IUM83_00533	681	625	689	10	5	3	48	37	22	103	109	94
IUM83_00534	1184	1039	1030	17	46	10	196	211	87	229	337	287
IUM83_00535	4414	3882	4883	40	70	24	441	411	178	683	858	644
IUM83_00536	700	734	739	1	3	5	28	39	29	76	99	93
IUM83_00537	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_00538	352	335	356	18	17	3	40	54	19	86	106	58
IUM83_00539	2308	2077	2392	31	42	10	232	217	64	369	517	375
IUM83_00540	211	256	207	2	0	0	7	14	9	33	35	22
IUM83_00541	801	806	728	30	67	20	281	258	145	250	412	285
IUM83_00542	817	768	891	0	0	0	23	34	2	200	241	114
IUM83_00543	2274	1651	2264	2	6	0	92	138	41	373	411	372
IUM83_00544	6150	4567	6503	5	8	0	184	175	77	840	1219	974
IUM83_00545	11346	10100	10876	124	203	57	1301	1164	515	1762	2789	2441
IUM83_00546	2842	2540	2685	13	16	7	149	160	59	302	505	392
IUM83_00547	32325	23544	23333	1	0	1	61	58	21	317	516	444
IUM83_00548	2359	2368	1858	9	23	8	179	149	70	265	462	439
IUM83_00549	59	79	74	7	21	5	74	80	22	92	77	71
IUM83_00550	297	268	214	3	7	0	51	52	19	123	160	153
IUM83_00551	4790	4859	3575	23	30	8	337	405	136	824	1421	846
IUM83_00552	693	664	444	7	9	3	160	122	70	149	331	309
IUM83_00553	7393	5977	6198	16	18	15	174	219	53	718	1169	589
IUM83_00554	1141	1106	1174	0	0	0	2	9	0	93	145	138
IUM83_00555	1940	1772	2206	180	269	98	1127	761	406	698	1004	956
IUM83_00556	1075	913	1022	6	18	3	80	66	26	99	152	126
IUM83_00557	733	836	950	8	8	1	85	47	15	72	183	133
IUM83_00558	7253	6394	8387	433	650	241	3033	2208	1292	2133	3179	2531
IUM83_00559	10292	9580	8596	62	82	15	727	761	275	2046	3690	1866
IUM83_00560	245	183	205	0	1	0	19	15	11	108	150	77
IUM83_00561	872	936	753	2	10	7	36	51	30	126	208	171
IUM83_00562	1382	1132	1088	0	0	0	0	10	1	145	138	50
IUM83_00563	872	844	683	0	0	2	11	41	6	312	296	149
IUM83_00564	3213	3651	3672	0	0	0	0	2	3	177	337	324
IUM83_00565	2	3	0	0	4	4	7	3	2	7	5	4
IUM83_00566	376	392	502	74	138	35	345	204	147	200	220	174
IUM83_00567	58	123	101	3	1	1	8	13	5	124	199	91
IUM83_00568	3719	3149	3485	39	68	20	561	484	204	680	1038	959
IUM83_00569	10867	10964	15180	53	41	28	946	1685	173	6724	14567	10582
IUM83_00570	171	192	161	2	5	2	17	13	5	20	18	29
IUM83_00571	3218	3421	3250	10	25	7	148	184	62	353	488	396
IUM83_00572	911	883	712	0	0	1	8	5	0	41	52	24
IUM83_00573	30	42	36	0	0	0	0	0	0	0	5	3
IUM83_00574	66	86	70	1	0	0	7	2	1	3	16	21
IUM83_00575	2955	2650	3717	97	108	36	485	371	246	647	1040	1018
IUM83_00576	1614	1396	1577	35	44	8	165	118	89	219	308	284
IUM83_00577	0	1	3	5	8	3	19	29	16	16	20	14
IUM83_00578	17	15	7	20	18	0	225	232	100	275	297	317
IUM83_00579	153	196	223	49	54	17	366	426	151	586	911	819
IUM83_00580	262	272	314	0	0	0	39	31	14	37	93	136
IUM83_00581	2566	2355	2387	35	67	14	408	357	156	525	678	745
IUM83_00582	739	761	977	134	243	81	719	504	335	358	539	356
IUM83_00583	2777	2125	2709	59	55	18	423	377	161	495	750	632
IUM83_00584	3493	3294	3434	10	19	14	170	181	95	560	985	591
IUM83_00585	388	292	401	0	0	0	3	4	0	22	43	47
IUM83_00586	146	128	139	2	2	0	16	8	11	16	21	23
IUM83_00587	443	336	448	11	24	9	117	67	34	95	117	79
IUM83_00588	5811	5607	5585	6	20	7	114	114	45	212	373	331
IUM83_00589	1577	1290	1062	29	43	12	155	185	93	249	371	273
IUM83_00590	4370	3855	4534	38	71	26	403	412	162	1002	1565	1288
IUM83_00591	6989	6453	6835	292	412	126	2204	1779	772	1501	2227	1957
IUM83_00592	10	11	1	0	0	0	0	0	0	0	2	2
IUM83_00593	719	519	755	2	3	2	560	372	135	618	1146	1019
IUM83_00594	2239	1989	3075	8	10	7	1503	1005	334	1682	3492	3167
IUM83_00595	913	859	1340	6	3	3	488	429	140	626	1467	1193
IUM83_00596	1497	1206	1348	3	4	0	111	83	17	170	400	323
IUM83_00597	643	630	418	19	24	10	114	95	46	55	130	97
IUM83_00598	9	9	16	0	1	0	2	6	0	1	9	7
IUM83_00599	0	2	0	0	0	0	0	0	0	0	0	0
IUM83_00600	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_00601	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_00602	1488	1271	1376	5	2	3	47	59	26	107	175	156
IUM83_00603	7809	7193	7710	21	33	12	319	431	158	1039	1378	1038
IUM83_00604	24457	18613	18903	158	293	77	2209	2310	922	4437	6383	3940
IUM83_00605	25858	21263	21289	139	223	76	2273	2222	892	3651	6722	4071
IUM83_00606	1126	1054	880	13	12	5	128	136	69	251	363	286
IUM83_00607	1386	1156	1360	4	2	0	37	58	13	150	159	126
IUM83_00608	1863	1383	2137	0	0	2	53	81	16	235	428	387
IUM83_00609	53129	56229	52532	2662	4460	1408	19820	16648	7858	26525	39146	26641
IUM83_00610	11491	8396	6868	16	20	0	81	117	44	274	473	262
IUM83_00611	446	453	367	19	40	15	164	88	59	82	105	91
IUM83_00612	667	642	792	44	91	37	287	180	107	162	276	192
IUM83_00613	34	56	35	0	0	0	3	1	2	10	4	6
IUM83_00614	7651	7664	7159	150	137	52	748	530	291	765	1135	936
IUM83_00615	256	176	232	0	0	0	0	3	0	29	29	32
IUM83_00616	663	728	779	0	0	0	0	2	0	57	85	87
IUM83_00617	10797	8556	5496	0	0	0	0	0	0	4	4	4
IUM83_00618	0	2	0	0	0	0	0	1	0	0	0	0
IUM83_00619	46665	52365	40231	1523	2988	921	11173	9096	4726	14542	19654	14714
IUM83_00620	164	187	271	0	0	0	0	0	0	12	62	65
IUM83_00621	1357	1516	1533	4	7	0	38	28	13	51	159	171
IUM83_00622	2856	2129	2505	29	20	12	174	159	78	351	400	383
IUM83_00623	2129	1630	1843	23	37	13	166	104	66	220	297	221
IUM83_00624	2168	1894	2188	12	5	3	84	117	38	303	339	317
IUM83_00625	5239	4341	5035	119	168	60	1000	874	431	1027	1677	1383
IUM83_00626	1696	1269	1524	164	291	96	931	591	373	703	923	617
IUM83_00627	2821	2669	2045	1	2	1	23	22	14	131	187	139
IUM83_00628	118	142	154	0	0	0	0	1	0	7	21	14
IUM83_00629	1	2	2	0	0	0	0	0	0	0	0	3
IUM83_00630	680	594	535	26	31	10	105	110	85	65	103	79
IUM83_00631	999	962	883	4	4	3	37	27	7	48	82	52
IUM83_00632	688	669	621	1	6	0	39	21	7	56	67	47
IUM83_00633	318	301	272	22	33	16	121	103	70	71	118	94
IUM83_00634	641	597	640	11	9	5	61	81	23	129	203	111
IUM83_00635	520	518	671	4	6	2	34	31	20	51	100	65
IUM83_00636	253	326	397	0	0	0	6	14	7	32	52	73
IUM83_00637	1802	2600	970	0	0	0	1	11	1	37	238	15
IUM83_00638	196	168	147	0	0	0	0	0	0	1	0	7
IUM83_00639	303	251	310	0	0	0	0	0	0	15	31	30
IUM83_00640	4671	4094	4801	19	49	19	392	346	134	679	982	813
IUM83_00641	103	93	177	18	27	11	54	31	40	43	36	31
IUM83_00642	0	1	1	0	0	1	0	0	0	0	0	0
IUM83_00643	690	510	641	0	2	0	12	36	5	76	81	70
IUM83_00644	405	358	471	0	5	0	29	34	14	59	90	84
IUM83_00645	1447	1044	1277	6	6	6	87	68	42	159	232	185
IUM83_00646	0	1	1	0	0	0	3	0	0	0	0	0
IUM83_00647	16	15	9	0	0	0	1	0	0	0	7	11
IUM83_00648	25	11	18	9	40	12	142	121	56	86	133	100
IUM83_00649	1135	730	581	2	6	2	65	66	34	76	114	85
IUM83_00650	1265	1234	1519	37	38	13	315	264	90	600	966	800
IUM83_00651	389	361	348	1	3	5	9	13	7	23	46	41
IUM83_00652	68	64	56	0	2	0	1	8	1	12	4	2
IUM83_00653	855	754	853	1	3	0	39	54	19	93	170	173
IUM83_00654	272	243	274	0	3	0	3	7	1	14	31	27
IUM83_00655	3209	2663	2780	31	32	17	234	268	95	666	914	656
IUM83_00656	3826	3494	3497	2	7	1	50	78	27	569	653	423
IUM83_00657	2042	1547	1656	17	8	3	171	162	74	281	490	401
IUM83_00658	1492	1350	1609	22	25	6	197	177	72	257	327	345
IUM83_00659	180	159	140	3	12	0	18	26	11	30	46	31
IUM83_00660	839	746	540	14	20	2	233	212	91	148	193	193
IUM83_00661	716	586	569	4	7	3	86	90	32	131	197	169
IUM83_00662	0	0	0	0	0	0	0	0	0	1	0	0
IUM83_00663	25	24	30	2	2	0	27	16	11	52	54	23
IUM83_00664	7915	5359	8551	0	0	0	4	296	34	6450	6960	3454
IUM83_00665	767	713	749	0	2	1	9	6	8	62	94	48
IUM83_00666	4479	3531	5065	66	96	29	556	408	214	504	857	908
IUM83_00667	987	955	1246	5	17	0	93	89	55	191	394	303
IUM83_00668	186	198	263	3	0	1	16	17	7	22	88	50
IUM83_00669	0	0	0	3	4	0	3	2	6	15	14	15
IUM83_00670	233	254	112	5	11	0	71	93	74	109	175	170
IUM83_00671	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_00672	120	25	54	0	0	0	3	0	0	22	40	113
IUM83_00673	45	50	47	0	0	0	2	8	2	134	328	1408
IUM83_00674	2231	1863	1717	5	7	6	68	45	20	256	319	259
IUM83_00675	3230	2543	2928	27	31	12	147	189	60	412	660	470
IUM83_00676	2259	1866	2741	521	879	251	3029	1800	1090	1463	2141	1613
IUM83_00677	1446	1246	1431	17	9	2	96	116	36	144	199	214
IUM83_00678	1409	1320	1536	17	9	5	126	92	60	212	311	205
IUM83_00679	740	667	1141	82	108	21	336	199	122	164	291	176
IUM83_00680	11499	10051	11563	157	252	75	1708	1634	767	1839	2920	2570
IUM83_00681	451	430	255	20	39	10	240	221	83	236	350	257
IUM83_00682	615	583	533	16	24	11	84	84	35	63	81	68
IUM83_00683	485	511	355	13	14	2	37	41	29	32	55	44
IUM83_00684	645	523	613	9	3	2	43	35	12	72	113	82
IUM83_00685	194	158	179	0	0	0	2	5	0	7	12	15
IUM83_00686	2458	2315	3545	447	651	233	2949	1794	1079	1458	2203	1354
IUM83_00687	27	29	49	0	0	0	0	0	0	1	1	1
IUM83_00688	307	226	221	0	0	0	2	4	0	7	14	34
IUM83_00689	2098	1622	1627	4	11	1	82	78	34	299	382	307
IUM83_00690	191	172	182	0	2	0	2	4	0	7	10	10
IUM83_00691	1310	1156	1181	20	20	6	135	113	50	150	274	214
IUM83_00692	90	167	95	0	0	0	0	0	0	3	7	0
IUM83_00693	8293	7460	7898	33	33	14	259	282	92	653	887	658
IUM83_00694	1494	1199	1621	21	41	12	236	181	88	313	531	500
IUM83_00695	514	449	487	2	4	0	37	40	18	51	79	74
IUM83_00696	31	17	36	0	0	0	0	0	0	1	0	1
IUM83_00697	274	254	283	0	0	0	1	0	0	16	21	37
IUM83_00698	1190	1250	1209	17	32	7	151	118	55	155	221	201
IUM83_00699	73	76	72	1	3	0	14	4	3	8	19	12
IUM83_00700	3039	2444	2697	14	28	9	141	140	64	269	383	299
IUM83_00701	10211	8932	11341	325	506	159	2824	2372	1175	2352	3931	3805
IUM83_00702	2003	1732	2075	17	37	12	240	149	68	278	475	314
IUM83_00703	327	240	275	0	0	0	4	3	2	15	43	45
IUM83_00704	4081	3254	3411	14	3	6	97	109	42	426	576	369
IUM83_00705	3014	2882	2959	13	11	3	109	117	31	249	396	288
IUM83_00706	306	301	316	0	2	0	22	30	11	50	75	52
IUM83_00707	12814	9792	10583	171	245	61	1346	1191	582	1538	2403	2001
IUM83_00708	3544	2939	3041	5	16	0	50	49	19	265	414	299
IUM83_00709	688	540	586	24	32	11	114	96	64	131	176	144
IUM83_00710	540	467	544	2	8	4	49	46	15	77	131	93
IUM83_00711	856	896	823	11	9	12	95	93	44	119	267	191
IUM83_00712	1715	1660	1417	14	30	11	148	139	56	227	347	268
IUM83_00713	1318	1174	1281	9	4	2	89	55	27	157	255	169
IUM83_00714	1411	2028	2292	0	1	0	1	3	3	15	161	25
IUM83_00715	402	310	414	0	0	0	5	5	0	9	30	16
IUM83_00716	798	622	838	10	10	5	89	84	35	160	226	255
IUM83_00717	2537	2074	3688	65	108	44	512	374	211	411	520	494
IUM83_00718	1155	1073	979	3	2	0	43	27	7	74	175	180
IUM83_00719	682	711	672	20	34	4	220	170	66	260	413	411
IUM83_00720	699	557	548	8	7	2	80	80	34	96	159	113
IUM83_00721	80	97	103	0	20	0	10	10	2	13	24	20
IUM83_00722	77	103	88	0	0	0	0	0	0	3	4	10
IUM83_00723	25	12	22	0	0	0	0	0	0	0	0	3
IUM83_00724	3827	3385	2662	7	17	7	135	342	67	2655	2814	1031
IUM83_00725	11784	10533	11910	240	404	131	2423	2052	1011	2124	3750	3332
IUM83_00726	579	617	715	0	0	0	3	0	1	14	82	147
IUM83_00727	2260	1861	2129	25	22	13	338	286	145	540	824	695
IUM83_00728	2940	2470	2947	52	120	18	442	469	179	433	714	522
IUM83_00729	3479	3288	4932	186	423	70	1865	1987	689	1574	3845	1773
IUM83_00730	7361	5452	6510	163	253	89	1300	919	493	1675	2542	1697
IUM83_00731	323	251	284	1	2	1	10	16	7	31	73	42
IUM83_00732	1333	1382	1449	0	0	0	9	2	2	126	242	275
IUM83_00733	306	313	276	39	59	17	295	192	92	172	263	272
IUM83_00734	548	474	390	4	12	3	72	71	48	93	176	153
IUM83_00735	2533	2108	2332	39	37	17	180	154	87	309	471	327
IUM83_00736	484	445	492	4	3	3	29	38	20	87	126	95
IUM83_00737	2625	2155	2538	18	30	13	204	212	114	353	517	402
IUM83_00738	162	156	189	3	3	1	24	24	4	23	48	26
IUM83_00739	266	212	307	3	6	0	29	31	11	25	83	55
IUM83_00740	2663	2251	2460	54	84	31	355	378	160	462	672	597
IUM83_00741	5342	4604	5439	15	22	4	172	176	55	507	795	688
IUM83_00742	3843	3308	3540	15	21	15	211	239	103	531	717	488
IUM83_00743	933	914	1070	13	9	11	114	110	31	132	195	122
IUM83_00744	1321	1623	1082	15	6	7	83	101	35	131	202	136
IUM83_00745	373	300	361	2	0	0	6	6	2	29	34	19
IUM83_00746	246	243	310	2	6	1	106	89	34	209	328	232
IUM83_00747	6309	5287	5627	82	102	34	758	673	309	1041	1330	1128
IUM83_00748	1119	890	1015	22	31	14	202	147	63	264	335	222
IUM83_00749	59	47	35	1	0	0	4	5	0	2	7	4
IUM83_00750	3236	2991	2589	8	9	0	243	219	68	483	820	555
IUM83_00751	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_00752	3352	2719	3156	39	57	16	283	261	121	500	771	555
IUM83_00753	256	275	417	0	1	1	8	12	9	49	47	31
IUM83_00754	1458	1182	1659	8	16	7	106	134	47	254	333	222
IUM83_00755	186	107	166	3	14	4	53	37	18	24	15	28
IUM83_00756	4145	4180	4913	0	0	0	7	61	17	563	966	975
IUM83_00757	6	14	5	0	0	0	0	0	0	0	0	0
IUM83_00758	2698	2432	2732	61	77	27	650	454	260	555	1075	959
IUM83_00759	0	4	12	0	0	0	0	0	0	0	0	1
IUM83_00760	6218	4526	4857	3	6	0	129	229	63	963	1182	784
IUM83_00761	1558	1193	1334	5	3	1	52	61	20	156	183	128
IUM83_00762	5101	4264	4635	6	8	0	63	89	21	500	534	466
IUM83_00763	1511	1341	1516	43	81	11	317	244	111	253	322	367
IUM83_00764	841	931	1377	0	0	0	7	30	8	133	294	330
IUM83_00765	186	196	172	0	0	0	2	10	0	46	43	16
IUM83_00766	4	2	0	0	0	0	0	1	0	0	0	0
IUM83_00767	80	70	114	2	0	3	13	17	6	9	18	15
IUM83_00768	1331	1135	1304	3	4	0	27	27	13	65	103	70
IUM83_00769	3875	3589	4112	2	3	1	25	31	8	214	278	175
IUM83_00770	6272	6282	6647	295	451	142	2265	2048	1080	2831	3994	3393
IUM83_00771	1210	981	1424	80	96	29	401	299	166	262	374	291
IUM83_00772	360	419	354	0	0	0	0	0	0	3	31	22
IUM83_00773	450	375	449	0	0	0	0	2	0	12	26	42
IUM83_00774	390	369	415	0	0	0	0	1	0	23	22	19
IUM83_00775	29914	20976	18848	0	0	0	61	690	29	9315	9606	3500
IUM83_00776	73	49	73	57	51	29	198	155	102	173	140	181
IUM83_00777	864	229	415	0	0	0	1	2	2	2	4	3
IUM83_00778	5285	2846	2397	0	0	0	3	19	1	242	249	69
IUM83_00779	251	233	276	3	2	3	17	18	6	35	62	65
IUM83_00780	12311	10262	14084	7	29	20	752	1153	264	2396	3655	2929
IUM83_00781	928	705	887	1	1	0	25	30	9	42	79	75
IUM83_00782	4339	3909	3806	35	49	19	377	342	171	560	817	741
IUM83_00783	1977	1606	1740	8	24	11	179	190	62	325	497	335
IUM83_00784	2508	2107	2375	43	61	23	266	239	116	354	492	408
IUM83_00785	6702	5351	5917	29	37	7	512	479	211	1275	1960	1206
IUM83_00786	5545	8916	4049	11	13	2	177	160	48	549	640	634
IUM83_00787	6590	5825	6153	75	135	54	855	858	355	1024	1792	1534
IUM83_00788	10	13	3	0	0	0	0	0	0	0	1	8
IUM83_00789	3063	2333	2551	16	15	4	214	221	79	476	667	528
IUM83_00790	801	854	1206	81	170	65	455	342	201	236	393	331
IUM83_00791	0	1	1	0	0	0	0	0	0	0	0	0
IUM83_00792	3951	4038	3500	29	47	19	303	234	111	466	609	521
IUM83_00793	2839	2869	2009	13	9	1	57	73	18	146	221	172
IUM83_00794	0	3	3	0	0	0	0	0	0	0	0	0
IUM83_00795	2384	5463	1842	12	41	8	158	179	60	408	599	400
IUM83_00796	3610	3483	3873	177	280	97	1373	1135	580	1235	1883	1323
IUM83_00797	182	750	157	3	7	3	22	36	17	327	377	148
IUM83_00798	43	46	41	0	0	0	0	0	0	0	2	5
IUM83_00799	34	42	52	1	5	0	31	30	9	113	114	90
IUM83_00800	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_00801	18	23	13	0	0	0	2	1	0	2	3	4
IUM83_00802	39	40	22	0	0	4	2	6	0	32	29	7
IUM83_00803	2749	3605	2238	15	17	8	179	192	84	895	1023	563
IUM83_00804	273	259	247	2	4	0	7	18	7	47	32	24
IUM83_00805	570	597	696	53	93	16	236	187	99	189	260	199
IUM83_00806	869	790	867	0	0	0	0	3	1	81	92	126
IUM83_00807	7	12	3	0	0	0	0	0	1	0	0	0
IUM83_00808	2	0	2	0	0	0	0	0	0	0	1	2
IUM83_00809	708	593	760	62	85	24	247	199	104	263	266	242
